ticker,asset_class,sector_gics,etf_proxy,source,note
BOIVF,stock,Communication Services,XLC,yfinance,
BOKF,stock,Financials,XLF,yfinance,
BONT,stock,Consumer Discretionary,XLY,llm,
BOOM,stock,Industrials,XLI,yfinance,
BOOT,stock,Consumer Discretionary,XLY,yfinance,
BOTA,stock,Health Care,XLV,llm,
BOTZ,stock,Information Technology,XLK,llm,
BOWX,unknown,,,none,
BOX,stock,Information Technology,XLK,yfinance,
BP,stock,Energy,XLE,yfinance,
BPAC,unknown,,,none,
BPAQF,stock,Energy,XLE,yfinance,
BPL,stock,Energy,XLE,llm,
BPMP,stock,Energy,XLE,llm,
BPRN,stock,Financials,XLF,yfinance,
BR,stock,Information Technology,XLK,yfinance,
BRBR,stock,Consumer Staples,XLP,yfinance,
BRC,stock,Industrials,XLI,yfinance,
BRCD,stock,Information Technology,XLK,llm,
BRCM,stock,Information Technology,XLK,llm,
BRDCY,stock,Consumer Discretionary,XLY,yfinance,
BRDS,stock,Communication Services,XLC,llm,
BREW,stock,Consumer Staples,XLP,llm,
BRFS,stock,Consumer Staples,XLP,llm,
BRGYY,stock,Energy,XLE,llm,
BRK,stock,Financials,XLF,llm,
BRK-A,stock,Financials,XLF,yfinance,
BRK-B,stock,Financials,XLF,yfinance,
BRKB,stock,Financials,XLF,llm,
BRKL,stock,Financials,XLF,llm,
BRKR,stock,Health Care,XLV,yfinance,
BRKS,stock,Information Technology,XLK,llm,
BRMK,stock,Financials,XLF,llm,
BRO,stock,Financials,XLF,yfinance,
BROS,stock,Consumer Discretionary,XLY,yfinance,
BRP,stock,Consumer Discretionary,XLY,llm,
BRX,stock,Real Estate,XLRE,yfinance,
BRY,stock,Energy,XLE,llm,
BSCP,unknown,,,none,
BSCQ,unknown,,,none,
BSCV,unknown,,,none,
BSM,stock,Energy,XLE,yfinance,
BSMX,stock,Financials,XLF,llm,
BSTZ,stock,Financials,XLF,yfinance,
BSV,etf_broad,,BSV,audit,ETF diversifié/obligataire/commodities — pas de secteur GICS
BSVN,stock,Financials,XLF,yfinance,
BSX,stock,Health Care,XLV,yfinance,
BSY,stock,Information Technology,XLK,yfinance,
BT,stock,Communication Services,XLC,llm,
BTC,unknown,,,none,
BTCS,stock,Financials,XLF,yfinance,
BTCT,stock,Information Technology,XLK,yfinance,
BTE,stock,Energy,XLE,yfinance,
BTEC,stock,Health Care,XLV,llm,
BTF,unknown,,,none,
BTI,stock,Consumer Staples,XLP,yfinance,
BTLCY,stock,Real Estate,XLRE,yfinance,
BTO,stock,Financials,XLF,yfinance,
BTVCY,stock,Communication Services,XLC,llm,
BTZ,stock,Financials,XLF,yfinance,
BUD,stock,Consumer Staples,XLP,yfinance,
BUI,stock,Financials,XLF,yfinance,
BUNT,unknown,,,none,
BURBY,stock,Consumer Discretionary,XLY,yfinance,
BURFX,unknown,,,none,
BURL,stock,Consumer Discretionary,XLY,yfinance,
BUSE,stock,Financials,XLF,yfinance,
BV,stock,Industrials,XLI,yfinance,
BVVBY,stock,Industrials,XLI,yfinance,
BW,stock,Industrials,XLI,yfinance,
BWA,stock,Consumer Discretionary,XLY,yfinance,
BWIN,stock,Financials,XLF,yfinance,
BWMX,stock,Consumer Discretionary,XLY,yfinance,
BWX,stock,Financials,XLF,llm,
BWXT,stock,Industrials,XLI,yfinance,
BX,stock,Financials,XLF,yfinance,
BXBLY,stock,Industrials,XLI,yfinance,
BXLT,stock,Health Care,XLV,llm,
BXMT,stock,Real Estate,XLRE,yfinance,
BXP,stock,Real Estate,XLRE,yfinance,
BXS,stock,Financials,XLF,llm,
BYD,stock,Consumer Discretionary,XLY,yfinance,
BYDDF,stock,Consumer Discretionary,XLY,yfinance,
BYI,stock,Consumer Discretionary,XLY,llm,
BYND,stock,Consumer Staples,XLP,yfinance,
BZH,stock,Consumer Discretionary,XLY,yfinance,
BZLFY,stock,Consumer Staples,XLP,yfinance,
C,stock,Financials,XLF,yfinance,
CA,stock,Information Technology,XLK,llm,
CAA,unknown,,,none,
CAAP,stock,Industrials,XLI,yfinance,
CAB,stock,Consumer Discretionary,XLY,llm,
CABGY,stock,Consumer Staples,XLP,yfinance,
CABO,stock,Communication Services,XLC,yfinance,
CACC,stock,Financials,XLF,yfinance,
CACI,stock,Information Technology,XLK,yfinance,
CADE,stock,Financials,XLF,llm,
CADT,unknown,,,none,
CAE,stock,Industrials,XLI,yfinance,
CAFD,stock,Utilities,XLU,llm,
CAFN,unknown,,,none,
CAG,stock,Consumer Staples,XLP,yfinance,
CAH,stock,Health Care,XLV,yfinance,
CAIFX,unknown,,,none,
CAJ,stock,Information Technology,XLK,llm,
CAJPY,stock,Information Technology,XLK,yfinance,
CALD,unknown,,,none,
CALF,stock,Consumer Discretionary,XLY,llm,
CALX,stock,Information Technology,XLK,yfinance,
CAM,stock,Energy,XLE,llm,
CAN,stock,Information Technology,XLK,yfinance,
CANO,stock,Health Care,XLV,llm,
CAOVY,stock,Real Estate,XLRE,yfinance,
CAP,stock,Industrials,XLI,llm,
CAPL,stock,Energy,XLE,yfinance,
CAPR,stock,Health Care,XLV,yfinance,
CAR,stock,Industrials,XLI,yfinance,
CARG,stock,Consumer Discretionary,XLY,yfinance,
CARM,stock,Health Care,XLV,yfinance,
CARR,stock,Industrials,XLI,yfinance,
CARS,stock,Communication Services,XLC,yfinance,
CART,stock,Consumer Discretionary,XLY,yfinance,
CASH,stock,Financials,XLF,yfinance,
CASY,stock,Consumer Discretionary,XLY,yfinance,
CAT,stock,Industrials,XLI,yfinance,
CATM,stock,Information Technology,XLK,llm,
CATO,stock,Consumer Discretionary,XLY,yfinance,
CATY,stock,Financials,XLF,yfinance,
CAUD,stock,Information Technology,XLK,yfinance,
CAW,unknown,,,none,
CB,stock,Financials,XLF,yfinance,
CBA,unknown,,,none,
CBAY,stock,Health Care,XLV,llm,
CBF,unknown,,,none,
CBG,stock,Real Estate,XLRE,llm,
CBI,stock,Industrials,XLI,llm,
CBL,stock,Real Estate,XLRE,yfinance,
CBLK,stock,Information Technology,XLK,llm,
CBM,stock,Health Care,XLV,llm,
CBOE,stock,Financials,XLF,yfinance,
CBPO,stock,Health Care,XLV,llm,
CBPX,stock,Materials,XLB,llm,
CBRE,stock,Real Estate,XLRE,yfinance,
CBRG,stock,Consumer Discretionary,XLY,llm,
CBRL,stock,Consumer Discretionary,XLY,yfinance,
CBS,stock,Communication Services,XLC,llm,
CBSH,stock,Financials,XLF,yfinance,
CBSI,stock,Financials,XLF,llm,
CBT,stock,Materials,XLB,yfinance,
CBU,stock,Financials,XLF,yfinance,
CBZ,stock,Industrials,XLI,yfinance,
CC,stock,Materials,XLB,yfinance,
CCC,stock,Information Technology,XLK,yfinance,
CCCGY,stock,Consumer Staples,XLP,llm,
CCCS,stock,Information Technology,XLK,llm,
CCE,stock,Consumer Staples,XLP,llm,
CCEP,stock,Consumer Staples,XLP,yfinance,
CCH,unknown,,,none,
CCI,stock,Real Estate,XLRE,yfinance,
CCIZX,unknown,,,none,
CCJ,stock,Energy,XLE,yfinance,
CCK,stock,Consumer Discretionary,XLY,yfinance,
CCL,stock,Consumer Discretionary,XLY,yfinance,
CCLAY,stock,Industrials,XLI,llm,
CCLD,stock,Health Care,XLV,yfinance,
CCLN,unknown,,,none,
CCLP,stock,Energy,XLE,llm,
CCMP,stock,Materials,XLB,llm,
CCOEY,stock,Communication Services,XLC,yfinance,
CCOI,stock,Communication Services,XLC,yfinance,
CCP,stock,Real Estate,XLRE,llm,
CCS,stock,Real Estate,XLRE,yfinance,
CCT,unknown,,,none,
CCXI,stock,Financials,XLF,yfinance,
CCXX,stock,Health Care,XLV,llm,
CDA,unknown,,,none,
CDAY,stock,Information Technology,XLK,llm,
CDE,stock,Materials,XLB,yfinance,
CDEV,stock,Energy,XLE,llm,
CDK,stock,Information Technology,XLK,llm,
CDL,unknown,,,none,
CDLX,stock,Communication Services,XLC,yfinance,
CDNA,stock,Health Care,XLV,yfinance,
CDNS,stock,Information Technology,XLK,yfinance,
CDORP,unknown,,,none,
CDP,stock,Real Estate,XLRE,yfinance,
CDR,stock,Real Estate,XLRE,llm,
CDRE,stock,Industrials,XLI,yfinance,
CDW,stock,Information Technology,XLK,yfinance,
CDXS,stock,Health Care,XLV,yfinance,
CE,stock,Materials,XLB,yfinance,
CEA,stock,Industrials,XLI,llm,
CEB,stock,Industrials,XLI,llm,
CEC,stock,Consumer Discretionary,XLY,llm,
CEF,unknown,,,none,
CEG,stock,Utilities,XLU,yfinance,
CELC,stock,Health Care,XLV,yfinance,
CELG,stock,Health Care,XLV,llm,
CELH,stock,Consumer Staples,XLP,yfinance,
CEM,unknown,,,none,
CEMCF,stock,Materials,XLB,llm,
CEMI,stock,Health Care,XLV,llm,
CEN,stock,Utilities,XLU,llm,
CENT,stock,Consumer Staples,XLP,yfinance,
CENTA,stock,Consumer Staples,XLP,yfinance,
CEQP,stock,Energy,XLE,llm,
CERN,stock,Health Care,XLV,llm,
CF,stock,Materials,XLB,yfinance,
CFA,stock,Financials,XLF,llm,
CFFN,stock,Financials,XLF,yfinance,
CFG,stock,Financials,XLF,yfinance,
CFN,stock,Health Care,XLV,llm,
CFR,stock,Financials,XLF,yfinance,
CFRUY,stock,Consumer Discretionary,XLY,yfinance,
CFSSX,unknown,,,none,
CFX,stock,Industrials,XLI,llm,
CG,stock,Financials,XLF,yfinance,
CGC,stock,Health Care,XLV,yfinance,
CGEMY,stock,Information Technology,XLK,yfinance,
CGNT,stock,Information Technology,XLK,yfinance,
CGNX,stock,Information Technology,XLK,yfinance,
CGO,stock,Financials,XLF,yfinance,
CHCO,stock,Financials,XLF,yfinance,
CHD,stock,Consumer Staples,XLP,yfinance,
CHDN,stock,Consumer Discretionary,XLY,yfinance,
CHE,stock,Health Care,XLV,yfinance,
CHEF,stock,Consumer Staples,XLP,yfinance,
CHEOY,stock,Health Care,XLV,yfinance,
CHERB,unknown,,,none,
CHEUY,stock,Consumer Staples,XLP,llm,
CHGCY,stock,Health Care,XLV,yfinance,
CHGG,stock,Consumer Staples,XLP,yfinance,
CHH,stock,Consumer Discretionary,XLY,yfinance,
CHK,stock,Energy,XLE,llm,
CHKP,stock,Information Technology,XLK,yfinance,
CHL,stock,Communication Services,XLC,llm,
CHLKF,stock,Materials,XLB,llm,
CHMT,stock,Materials,XLB,llm,
CHNG,stock,Health Care,XLV,llm,
CHPT,stock,Consumer Discretionary,XLY,yfinance,
CHRB,unknown,,,none,
CHRD,stock,Energy,XLE,yfinance,
CHRS,stock,Health Care,XLV,yfinance,
CHRW,stock,Industrials,XLI,yfinance,
CHTR,stock,Communication Services,XLC,yfinance,
CHTRQ,stock,Communication Services,XLC,llm,
CHUY,stock,Consumer Discretionary,XLY,llm,
CHWY,stock,Consumer Discretionary,XLY,yfinance,
CHX,stock,Energy,XLE,llm,
CI,stock,Health Care,XLV,yfinance,
CIBR,stock,Information Technology,XLK,llm,
CICHY,stock,Financials,XLF,yfinance,
CIEN,stock,Information Technology,XLK,yfinance,
CIG,stock,Utilities,XLU,yfinance,
CIHKY,stock,Financials,XLF,yfinance,
CIIG,stock,Financials,XLF,llm,
CIM,stock,Real Estate,XLRE,yfinance,
CINF,stock,Financials,XLF,yfinance,
CINR,unknown,,,none,
CION,stock,Financials,XLF,yfinance,
CIOXY,stock,Energy,XLE,llm,
CIR,stock,Industrials,XLI,llm,
CISC,stock,Information Technology,XLK,llm,
CISS,stock,Industrials,XLI,yfinance,
CIT,stock,Financials,XLF,llm,
CIU,unknown,,,none,
CIVI,stock,Energy,XLE,llm,
CIXX,stock,Information Technology,XLK,llm,
CJNK,unknown,,,none,
CJPRY,stock,Industrials,XLI,yfinance,
CJREF,stock,Communication Services,XLC,yfinance,
CL,stock,Consumer Staples,XLP,yfinance,
CLAR,stock,Consumer Discretionary,XLY,yfinance,
CLB,stock,Energy,XLE,yfinance,
CLC,stock,Industrials,XLI,llm,
CLCO,stock,Energy,XLE,llm,
CLDT,stock,Real Estate,XLRE,yfinance,
CLEU,stock,Health Care,XLV,llm,
CLF,stock,Materials,XLB,yfinance,
CLGX,stock,Real Estate,XLRE,llm,
CLH,stock,Industrials,XLI,yfinance,
CLI,stock,Real Estate,XLRE,llm,
CLLNY,stock,Real Estate,XLRE,yfinance,
CLMS,stock,Information Technology,XLK,llm,
CLNC,stock,Real Estate,XLRE,llm,
CLNE,stock,Energy,XLE,yfinance,
CLNS,stock,Real Estate,XLRE,llm,
CLNY,stock,Real Estate,XLRE,llm,
CLOU,stock,Information Technology,XLK,llm,
CLPBY,stock,Health Care,XLV,yfinance,
CLR,stock,Energy,XLE,llm,
CLRCW,unknown,,,none,
CLS,stock,Information Technology,XLK,yfinance,
CLSN,stock,Health Care,XLV,llm,
CLVT,stock,Information Technology,XLK,yfinance,
CLW,stock,Materials,XLB,yfinance,
CLX,stock,Consumer Staples,XLP,yfinance,
CM,stock,Financials,XLF,yfinance,
CMA,stock,Financials,XLF,llm,
CMBS,unknown,,,none,
CMC,stock,Industrials,XLI,yfinance,
CMCSA,stock,Communication Services,XLC,yfinance,
CMCSK,stock,Communication Services,XLC,llm,
CMD,stock,Health Care,XLV,llm,
CME,stock,Financials,XLF,yfinance,
CMG,stock,Consumer Discretionary,XLY,yfinance,
CMI,stock,Industrials,XLI,yfinance,
CMLF,stock,Financials,XLF,llm,
CMLFU,stock,Financials,XLF,llm,
CMLP,stock,Energy,XLE,llm,
CMLTU,stock,Communication Services,XLC,llm,
CMN,stock,Health Care,XLV,llm,
CMO,stock,Real Estate,XLRE,llm,
CMP,stock,Materials,XLB,yfinance,
CMPGY,stock,Consumer Discretionary,XLY,yfinance,
CMPO,stock,Industrials,XLI,llm,
CMPR,stock,Industrials,XLI,yfinance,
CMPS,stock,Health Care,XLV,yfinance,
CMRE,stock,Industrials,XLI,yfinance,
CMS,stock,Utilities,XLU,yfinance,
CMSD,stock,Utilities,XLU,llm,
CMSQY,stock,Financials,XLF,yfinance,
CMTG,stock,Real Estate,XLRE,yfinance,
CMTL,stock,Information Technology,XLK,yfinance,
CMWAY,stock,Financials,XLF,yfinance,
CNA,stock,Financials,XLF,yfinance,
CNC,stock,Health Care,XLV,yfinance,
CNDT,stock,Information Technology,XLK,yfinance,
CNF,stock,Financials,XLF,yfinance,
CNG,stock,Utilities,XLU,llm,
CNH,stock,Industrials,XLI,yfinance,
CNHI,stock,Industrials,XLI,llm,
CNI,stock,Industrials,XLI,yfinance,
CNK,stock,Communication Services,XLC,yfinance,
CNM,stock,Industrials,XLI,yfinance,
CNMD,stock,Health Care,XLV,yfinance,
CNNE,stock,Consumer Discretionary,XLY,yfinance,
CNO,stock,Financials,XLF,yfinance,
CNP,stock,Utilities,XLU,yfinance,
CNQ,stock,Energy,XLE,yfinance,
CNR,stock,Energy,XLE,yfinance,
CNRAF,stock,Real Estate,XLRE,yfinance,
CNS,stock,Financials,XLF,yfinance,
CNSL,stock,Communication Services,XLC,llm,
CNSO,stock,Information Technology,XLK,llm,
CNSWF,stock,Information Technology,XLK,yfinance,
CNTY,stock,Consumer Discretionary,XLY,yfinance,
CNXC,stock,Information Technology,XLK,yfinance,
CNXM,stock,Energy,XLE,llm,
CNXN,stock,Information Technology,XLK,yfinance,
COCO,stock,Consumer Staples,XLP,yfinance,
CODI,stock,Industrials,XLI,yfinance,
CODYY,stock,Industrials,XLI,yfinance,
COF,stock,Financials,XLF,yfinance,
COG,stock,Energy,XLE,llm,
COGT,stock,Health Care,XLV,yfinance,
COH,stock,Consumer Discretionary,XLY,llm,
COHM,unknown,,,none,
COHR,stock,Information Technology,XLK,yfinance,
COIN,stock,Financials,XLF,yfinance,
COKE,stock,Consumer Staples,XLP,yfinance,
COL,stock,Industrials,XLI,llm,
COLB,stock,Financials,XLF,yfinance,
COLD,stock,Real Estate,XLRE,yfinance,
COLV,unknown,,,none,
COMM,stock,Information Technology,XLK,llm,
CON,stock,Health Care,XLV,yfinance,
CONE,stock,Real Estate,XLRE,llm,
CONN,stock,Consumer Discretionary,XLY,llm,
CONXW,unknown,,,none,
COO,stock,Health Care,XLV,yfinance,
COP,stock,Energy,XLE,yfinance,
COR,stock,Health Care,XLV,yfinance,
CORE,stock,Consumer Staples,XLP,llm,
CORP,unknown,,,none,
COST,stock,Consumer Staples,XLP,yfinance,
COT,stock,Consumer Staples,XLP,llm,
COTV,unknown,,,none,
COTY,stock,Consumer Staples,XLP,yfinance,
COUP,stock,Information Technology,XLK,llm,
COV,stock,Health Care,XLV,llm,
COWZ,stock,Consumer Staples,XLP,llm,
CP,stock,Industrials,XLI,yfinance,
CPA,stock,Industrials,XLI,yfinance,
CPAY,stock,Information Technology,XLK,yfinance,
CPB,stock,Consumer Staples,XLP,yfinance,
CPE,stock,Energy,XLE,llm,
CPF,stock,Financials,XLF,yfinance,
CPGX,stock,Materials,XLB,llm,
CPHD,stock,Health Care,XLV,llm,
CPN,stock,Utilities,XLU,llm,
CPNG,stock,Consumer Discretionary,XLY,yfinance,
CPPL,stock,Energy,XLE,llm,
CPRI,stock,Consumer Discretionary,XLY,yfinance,
CPRT,stock,Industrials,XLI,yfinance,
CPSH,stock,Information Technology,XLK,yfinance,
CPSI,stock,Health Care,XLV,llm,
CPT,stock,Real Estate,XLRE,yfinance,
CPXWF,stock,Utilities,XLU,yfinance,
CPYYY,stock,Utilities,XLU,yfinance,
CQP,stock,Energy,XLE,yfinance,
CR,stock,Industrials,XLI,yfinance,
CRAI,stock,Industrials,XLI,yfinance,
CRARY,stock,Financials,XLF,yfinance,
CRBG,stock,Financials,XLF,yfinance,
CRC,stock,Energy,XLE,yfinance,
CRCL,stock,Financials,XLF,yfinance,
CRDO,stock,Information Technology,XLK,yfinance,
CREE,stock,Information Technology,XLK,llm,
CRGY,stock,Energy,XLE,yfinance,
CRH,stock,Materials,XLB,yfinance,
CRHC,unknown,,,none,
CRI,stock,Consumer Discretionary,XLY,yfinance,
CRK,stock,Energy,XLE,yfinance,
CRL,stock,Health Care,XLV,yfinance,
CRM,stock,Information Technology,XLK,yfinance,
CRMT,stock,Consumer Discretionary,XLY,yfinance,
CRNC,stock,Information Technology,XLK,yfinance,
CRNX,stock,Health Care,XLV,yfinance,
CRON,stock,Health Care,XLV,yfinance,
CROX,stock,Consumer Discretionary,XLY,yfinance,
CRRFY,stock,Consumer Staples,XLP,yfinance,
CRS,stock,Industrials,XLI,yfinance,
CRSP,stock,Health Care,XLV,yfinance,
CRT,stock,Energy,XLE,yfinance,
CRTO,stock,Communication Services,XLC,yfinance,
CRUS,stock,Information Technology,XLK,yfinance,
CRVO,stock,Health Care,XLV,yfinance,
CRWD,stock,Information Technology,XLK,yfinance,
CRWV,stock,Information Technology,XLK,yfinance,
CRY,stock,Health Care,XLV,llm,
CRZBY,stock,Financials,XLF,yfinance,
CRZO,stock,Energy,XLE,llm,
CS,stock,Financials,XLF,llm,
CSAL,stock,Communication Services,XLC,llm,
CSAN,stock,Energy,XLE,yfinance,
CSCO,stock,Information Technology,XLK,yfinance,
CSGKF,stock,Financials,XLF,llm,
CSGP,stock,Real Estate,XLRE,yfinance,
CSII,stock,Health Care,XLV,llm,
CSIQ,stock,Information Technology,XLK,yfinance,
CSL,stock,Industrials,XLI,yfinance,
CSLLY,stock,Health Care,XLV,yfinance,
CSLT,stock,Health Care,XLV,llm,
CSPCY,stock,Health Care,XLV,yfinance,
CSQ,stock,Financials,XLF,yfinance,
CSRA,stock,Information Technology,XLK,llm,
CST,stock,Consumer Staples,XLP,llm,
CSTAF,stock,Financials,XLF,yfinance,
CSTL,stock,Health Care,XLV,yfinance,
CSTM,stock,Materials,XLB,yfinance,
CSV,stock,Consumer Discretionary,XLY,yfinance,
CSW,stock,Industrials,XLI,yfinance,
CSX,stock,Industrials,XLI,yfinance,
CTAA,stock,Financials,XLF,yfinance,
CTAS,stock,Industrials,XLI,yfinance,
CTB,stock,Consumer Discretionary,XLY,llm,
CTBI,stock,Financials,XLF,yfinance,
CTCT,stock,Information Technology,XLK,llm,
CTEST,unknown,,,none,
CTL,stock,Communication Services,XLC,llm,
CTLT,stock,Health Care,XLV,llm,
CTRA,stock,Energy,XLE,yfinance,
CTRCF,stock,Energy,XLE,llm,
CTRE,stock,Real Estate,XLRE,yfinance,
CTRL,stock,Information Technology,XLK,llm,
CTRM,stock,Industrials,XLI,yfinance,
CTRP,stock,Consumer Discretionary,XLY,llm,
CTRX,stock,Health Care,XLV,llm,
CTS,stock,Information Technology,XLK,yfinance,
CTSH,stock,Information Technology,XLK,yfinance,
CTTAY,stock,Consumer Discretionary,XLY,yfinance,
CTVA,stock,Materials,XLB,yfinance,
CTXS,stock,Information Technology,XLK,llm,
CTY,stock,Financials,XLF,llm,
CUAEF,stock,Energy,XLE,yfinance,
CUB,stock,Financials,XLF,yfinance,
CUBE,stock,Real Estate,XLRE,yfinance,
CUK,stock,Consumer Discretionary,XLY,yfinance,
CUL,stock,Industrials,XLI,llm,
CULP,stock,Consumer Discretionary,XLY,yfinance,
CURT,stock,Consumer Discretionary,XLY,llm,
CUTR,stock,Health Care,XLV,llm,
CUZ,stock,Real Estate,XLRE,yfinance,
CVA,stock,Industrials,XLI,llm,
CVC,stock,Communication Services,XLC,llm,
CVCI,unknown,,,none,
CVCO,stock,Consumer Discretionary,XLY,yfinance,
CVD,stock,Health Care,XLV,llm,
CVE,stock,Energy,XLE,yfinance,
CVET,stock,Health Care,XLV,llm,
CVG,stock,Industrials,XLI,llm,
CVGW,stock,Consumer Staples,XLP,yfinance,
CVI,stock,Energy,XLE,yfinance,
CVLT,stock,Information Technology,XLK,yfinance,
CVNA,stock,Consumer Discretionary,XLY,yfinance,
CVR,stock,Industrials,XLI,yfinance,
CVS,stock,Health Care,XLV,yfinance,
CVSL,stock,Consumer Discretionary,XLY,llm,
CVX,stock,Energy,XLE,yfinance,
CW,stock,Industrials,XLI,yfinance,
CWB,stock,Financials,XLF,llm,
CWEI,stock,Energy,XLE,llm,
CWEN,stock,Utilities,XLU,yfinance,
CWEN-A,stock,Utilities,XLU,yfinance,
CWGL,stock,Consumer Staples,XLP,yfinance,
CWH,stock,Consumer Discretionary,XLY,yfinance,
CWK,stock,Real Estate,XLRE,yfinance,
CWST,stock,Industrials,XLI,yfinance,
CX,stock,Materials,XLB,yfinance,
CXAI,stock,Information Technology,XLK,yfinance,
CXO,stock,Energy,XLE,llm,
CXP,stock,Real Estate,XLRE,llm,
CXW,stock,Industrials,XLI,yfinance,
CY,stock,Information Technology,XLK,llm,
CYAN,stock,Consumer Staples,XLP,yfinance,
CYBR,stock,Information Technology,XLK,llm,
CYBX,stock,Health Care,XLV,llm,
CYRX,stock,Industrials,XLI,yfinance,
CYS,stock,Financials,XLF,llm,
CYT,stock,Materials,XLB,llm,
CYTK,stock,Health Care,XLV,yfinance,
CYTR,stock,Health Care,XLV,llm,
CZMWY,stock,Health Care,XLV,yfinance,
CZR,stock,Consumer Discretionary,XLY,yfinance,
CZWI,stock,Financials,XLF,yfinance,
D,stock,Utilities,XLU,yfinance,
DAIUF,stock,Industrials,XLI,yfinance,
DAKT,stock,Information Technology,XLK,yfinance,
DAL,stock,Industrials,XLI,yfinance,
DALCX,unknown,,,none,
DALN,stock,Communication Services,XLC,llm,
DALRQ,stock,Industrials,XLI,llm,
DAN,stock,Consumer Discretionary,XLY,yfinance,
DANOY,stock,Consumer Staples,XLP,yfinance,
DAO,stock,Consumer Staples,XLP,yfinance,
DAR,stock,Consumer Staples,XLP,yfinance,
DASH,stock,Consumer Discretionary,XLY,yfinance,
DASTY,stock,Information Technology,XLK,yfinance,
DATA,stock,Information Technology,XLK,llm,
DATE,stock,Communication Services,XLC,llm,
DAVA,stock,Information Technology,XLK,yfinance,
DAY,stock,Industrials,XLI,llm,
DB,stock,Financials,XLF,yfinance,
DBA,stock,Consumer Staples,XLP,llm,
DBD,stock,Information Technology,XLK,yfinance,
DBEF,stock,Financials,XLF,llm,
DBLEX,unknown,,,none,
DBOEY,stock,Financials,XLF,yfinance,
DBP,stock,Materials,XLB,llm,
DBRG,stock,Financials,XLF,yfinance,
DBSDF,stock,Financials,XLF,yfinance,
DBSDY,stock,Financials,XLF,yfinance,
DBX,stock,Information Technology,XLK,yfinance,
DCBO,stock,Information Technology,XLK,yfinance,
DCI,stock,Industrials,XLI,yfinance,
DCM,stock,Communication Services,XLC,llm,
DCO,stock,Industrials,XLI,yfinance,
DCP,stock,Energy,XLE,llm,
