representative_name,stock_name,buy_sell_flag,purchase_date,notification_date,invested_amount,min_amount,max_amount,transaction_year,ticker
BishopDan Daniel,United States T-bills [GS], P ,2023-09-14,09/14/2023," $250,001 - \$500000",250001.0,500000.0,2023.0,
BishopDan Daniel,United States T-bills [GS],P,2023-09-14,09/14/2023,"\$250,001 -\$500,000",250001.0,500000.0,2023.0,
BishopDan Daniel,United States T-bills [GS], P ,2023-09-14,09/14/2023," $100,001 - \$250000",100001.0,250000.0,2023.0,
BishopDan Daniel,United States T-bills [GS],P,2023-09-14,09/14/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,
BishopDan Daniel,United States T-bills [GS], P ,2023-10-26,10/26/2023," $100,001 - \$250000",100001.0,250000.0,2023.0,
BishopDan Daniel,United States T-bills [GS],P,2023-10-25,10/25/2023,"\$250,001 -\$500,000",250001.0,500000.0,2023.0,
BishopDan Daniel,United States T-bills [GS], P ,2023-10-25,10/25/2023," $100,001 - \$250000",100001.0,250000.0,2023.0,
BishopDan Daniel,United States T-bills [GS],P,2023-10-26,10/26/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,
BishopDan Daniel,United States T-bills [GS], P ,2023-10-26,10/26/2023," $250,001 - \$500000",250001.0,500000.0,2023.0,
BlumenauerEarl,"Amazon.Com, Inc, 4.65%29 Due", P ,2022-12-22,01/04/2023," $15,001 - \$12012950000",15001.0,50000.0,2022.0,
BlumenauerEarl,Intel Corp 2.7%/22 Due 12/15/22 [CS],S,2022-12-15,01/04/2023,"\$15,001 -\$50,000",15001.0,50000.0,2022.0,
BlumenauerEarl,US Treasu NT 3.125% Due 8/31/27, P ,2023-01-03,01/12/2023," $15,001 - \$50000",15001.0,50000.0,2023.0,
BlumenauerEarl,US Treasury 5.375%02/31UST Bond,P,2023-01-03,01/12/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,
BlumenauerEarl,PayPal Holdings 4.4%32 [CS], P ,2023-02-07,03/06/2023," $15,001 - \$50000",15001.0,50000.0,2023.0,
BlumenauerEarl,Northwest Natural Holding Company, P ,2023-02-15,03/08/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
BlumenauerEarl,Bank of America Corporation (BAC), S ,2023-03-09,04/05/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
BlumenauerEarl,Berkshire Hathaw 2.75%03/15/23,S,2023-03-15,04/05/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,
BlumenauerEarl,FedEx Corporation (FDX) [ST], S ,2023-03-09,04/05/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
BlumenauerEarl,FIRST REPUBLIC BANK (FRC) [ST],S,2023-03-20,04/05/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
BlumenauerEarl,SVB Financial Group (SIVB) [ST], P ,2023-03-09,04/05/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
BlumenauerEarl,Northwest Natural Holding Company, P ,2023-05-15,06/05/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
BlumenauerEarl,"PayPal Holdings, Inc. (PYPL) [ST]",P,2023-05-10,06/08/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
BlumenauerEarl,US TREASUR NT 2.25%03/26 [GS], P ,2023-05-25,06/08/2023," $15,001 - \$50000",15001.0,50000.0,2023.0,
BlumenauerEarl,US TREASUR NT 3.5%02/33 [GS],P,2023-05-25,06/08/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,
BlumenauerEarl,US TREASURY Bill Due 04/18/24, P ,2023-05-02,06/08/2023," $50,001 - \$100000",50001.0,100000.0,2023.0,
BlumenauerEarl,US TREASURY BILL Due08/10/23,P,2023-05-02,06/08/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,
BlumenauerEarl,US TREASURY BILL Due11/02/23, P ,2023-05-02,06/08/2023," $15,001 - \$50000",15001.0,50000.0,2023.0,
BlumenauerEarl,USTREASURY BILL Due09/14/23,P,2023-05-12,06/08/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
BlumenauerEarl,Centene Corporation (CNC) [ST], S ,2023-06-15,07/11/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
BlumenauerEarl,Dutch Bros Inc. Class A (BROS) [ST],S,2023-06-30,07/11/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
BlumenauerEarl,Molina Healthcare Inc (MOH) [ST], P ,2023-06-15,07/11/2023," $15,001 - \$50000",15001.0,50000.0,2023.0,
BlumenauerEarl,Comcast Corp 4.65%33 [CS], P ,2023-07-14,08/03/2023," $15,001 - \$50000",15001.0,50000.0,2023.0,
BlumenauerEarl,Intercontinental Exchange Inc. (ICE),S,2023-07-27,08/03/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
BlumenauerEarl,Thermo Fisher SC 1.75%/28 [CS], P ,2023-07-20,08/03/2023," $15,001 - \$50000",15001.0,50000.0,2023.0,
BlumenauerEarl,US Treasur NT 4.25%05/25 [GS],P,2023-07-20,08/03/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,
BlumenauerEarl,Ford Motor Company (F) [ST], S ,2023-08-16,09/03/2023," $15,001 - \$50000",15001.0,50000.0,2023.0,
BlumenauerEarl,Northwest Natural Holding Company,P,2023-08-15,08/22/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
BlumenauerEarl,Sysco Corporation (SYY) [ST], P ,2023-08-23,09/03/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
BlumenauerEarl,Sysco Corporation (SYY) [ST],P,2023-08-24,09/03/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
BlumenauerEarl,US Treasury Bill Due 01/11/24 [GS], P ,2023-08-25,09/03/2023," $15,001 - \$50000",15001.0,50000.0,2023.0,
BlumenauerEarl,US Treasury Bill Due 02/22/24 [GS],P,2023-08-25,09/03/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,
BlumenauerEarl,Toyota Motor Credit 3%/25 [CS], P ,2023-10-02,11/03/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
BlumenauerEarl,US Treasury Bill Due 03/21/24 [GS],P,2023-09-29,11/03/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,
BlumenauerEarl,International Paper Company (IP), S ,2023-11-08,12/04/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
BlumenauerEarl,Northwest Natural Holding Company,P,2023-11-15,11/30/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
BlumenauerEarl,"PayPal Holdings, Inc. (PYPL) [ST]", S ,2023-11-09,12/04/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
BlumenauerEarl,US Treasury Bill Due 05/16/24 [GS],P,2023-11-03,12/03/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,
BlumenauerEarl,US Treasury Bill Due 10/31/24 [GS], P ,2023-11-03,12/03/2023," $15,001 - \$50000",15001.0,50000.0,2023.0,
BurgessMichael C.,Stryker Corporation (SYK) [ST], S ,2022-12-30,01/04/2023," $100,001 - \$250000",100001.0,250000.0,2022.0,
BurgessMichael C.,Stryker Corporation (SYK) [ST],S,2023-01-03,01/03/2023,"\$100,001 -\$250,000",100001.0,250000.0,2023.0,
BurgessMichael C.,Walt Disney Company (DIS) [ST], S ,2023-01-20,01/23/2023," $15,001 - \$50000",15001.0,50000.0,2023.0,DIS
BurgessMichael C.,Advance Auto Parts Inc. (AAP) [ST], P ,2023-02-24,02/24/2023," $15,001 - \$50000",15001.0,50000.0,2023.0,
BurgessMichael C.,Advance Auto Parts Inc. (AAP) [ST],S (partial),2023-02-24,02/24/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
BurgessMichael C.,Blackstone Inc. (BX) [ST], S  (partial),2023-02-24,02/24/2023," $1,001 - \$15000890462023",1001.0,15000.0,2023.0,
BurgessMichael C.,Blackstone Inc. (BX) [ST],P,2023-02-24,02/24/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,
BurgessMichael C.,Microsoft Corporation (MSFT) [ST], P ,2023-02-24,02/24/2023," $15,001 - \$50000",15001.0,50000.0,2023.0,
BurgessMichael C.,Advance Auto Parts Inc. (AAP) [ST], P ,2023-02-24,02/28/2023," $15,001 - \$50000",15001.0,50000.0,2023.0,
BurgessMichael C.,Advance Auto Parts Inc. (AAP) [ST],S (partial),2023-02-24,02/27/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
BurgessMichael C.,Blackstone Inc. (BX) [ST], P ,2023-02-24,02/28/2023," $15,001 - \$50000",15001.0,50000.0,2023.0,
BurgessMichael C.,Stryker Corporation (SYK) [ST],P,2023-02-24,02/28/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
BurgessMichael C.,The Cigna Group (CI) [ST], P ,2023-02-24,02/28/2023," $15,001 - \$50000",15001.0,50000.0,2023.0,
BurgessMichael C.,Amgen Inc. (AMGN) [ST], P ,2023-04-05,04/10/2023," $15,001 - \$50000100",15001.0,50000.0,2023.0,
BurgessMichael C.,Microsoft Corporation (MSFT) [ST],S,2023-04-10,04/11/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,
BurgessMichael C.,Phillips 66 (PSX) [ST], P ,2023-04-05,04/10/2023," $15,001 - \$50000200",15001.0,50000.0,2023.0,
BurgessMichael C.,Stryker Corporation (SYK) [ST],S,2023-03-17,03/21/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,
BurgessMichael C.,Texas Instruments Incorporated, S  (partial),2023-04-05,04/10/2023," $1,001 - \$1500029",1001.0,15000.0,2023.0,
BurgessMichael C.,Blackstone Inc. (BX) [ST], S  (partial),2023-06-01,06/02/2023," $1,001 - \$150008907142023",1001.0,15000.0,2023.0,
BurgessMichael C.,AbbVie Inc. (ABBV) [ST], P ,2023-07-06,07/06/2023," $15,001 - \$50000",15001.0,50000.0,2023.0,
BurgessMichael C.,Alphabet Inc. - Class A (GOOGL) [ST],P,2023-07-06,07/06/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,
BurgessMichael C.,"Amazon.com, Inc. (AMZN) [ST]", P ,2023-07-06,07/06/2023," $15,001 - \$50000",15001.0,50000.0,2023.0,
BurgessMichael C.,"Amazon.com, Inc. (AMZN) [ST]",S (partial),2023-07-06,07/06/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
BurgessMichael C.,Berkshire Hathaway Inc. New, P ,2023-07-06,07/06/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,BRK-B
BurgessMichael C.,Chemours Company (CC) [ST],P,2023-07-06,07/06/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,
BurgessMichael C.,Chemours Company (CC) [ST], S  (partial),2023-07-06,07/06/2023," $1,001 - \$150003608112023",1001.0,15000.0,2023.0,
BurgessMichael C.,Blackstone Inc. (BX) [ST], S ,2023-07-17,07/19/2023," $15,001 - \$50000",15001.0,50000.0,2023.0,
BurgessMichael C.,Blackstone Inc. (BX) [ST],S,2023-07-14,07/18/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,
BurgessMichael C.,Phillips 66 (PSX) [ST], S ,2023-07-21,07/25/2023," $15,001 - \$50000",15001.0,50000.0,2023.0,
BurgessMichael C.,The Cigna Group (CI) [ST],S,2023-07-21,07/25/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,
BurgessMichael C.,AbbVie Inc. (ABBV) [ST], S ,2023-08-14,08/16/2023," $15,001 - \$50000",15001.0,50000.0,2023.0,
BurgessMichael C.,Chemours Company (CC) [ST],P,2023-08-09,08/11/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,
BurgessMichael C.,CME Group Inc. - Class A (CME) [ST], P ,2023-08-09,08/11/2023," $15,001 - \$50000100",15001.0,50000.0,2023.0,
BurgessMichael C.,"United Parcel Service, Inc. (UPS) [ST]",P,2023-08-09,08/11/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,
BurgessMichael C.,"Advanced Micro Devices, Inc. (AMD)", P ,2023-08-09,08/11/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,AMD
BurgessMichael C.,Alphabet Inc. - Class A (GOOGL) [ST],S,2023-08-14,08/16/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,
BurgessMichael C.,"Amazon.com, Inc. (AMZN) [ST]", S ,2023-08-14,08/16/2023," $15,001 - \$50000",15001.0,50000.0,2023.0,
BurgessMichael C.,Berkshire Hathaway Inc. New,S,2023-08-14,08/16/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,BRK-B
BurgessMichael C.,"Best Buy Co., Inc. (BBY) [ST]", P ,2023-08-22,08/24/2023," $15,001 - \$50000",15001.0,50000.0,2023.0,
BurgessMichael C.,Blackstone Inc. (BX) [ST],P,2023-08-09,08/11/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,
BurgessMichael C.,"Prudential Financial, Inc. (PRU) [ST]", P ,2023-08-22,08/24/2023," $15,001 - \$50000",15001.0,50000.0,2023.0,
BurgessMichael C.,Royal Bank Of Canada (RY) [ST],P,2023-08-09,08/11/2023,15001.0,,,2023.0,
BurgessMichael C.,Stellantis N.V. Common Shares, P ,2023-08-22,08/24/2023," $15,001 - \$50000",15001.0,50000.0,2023.0,
BurgessMichael C.,"United Parcel Service, Inc. (UPS) [ST]",P,2023-08-09,08/11/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,
BurgessMichael C.,Blackstone Inc. (BX) [ST], S ,2023-09-25,09/26/2023," $15,001 - \$50000",15001.0,50000.0,2023.0,
BurgessMichael C.,"Merck & Company, Inc. Common",S,2023-09-13,09/15/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,MRK
BurgessMichael C.,Microsoft Corporation (MSFT) [ST], S ,2023-09-15,09/19/2023," $15,001 - \$50000",15001.0,50000.0,2023.0,
BurgessMichael C.,AbbVie Inc. (ABBV) [ST], S ,2023-12-08,12/12/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
BurgessMichael C.,Blackstone Inc. (BX) [ST],S (partial),2023-12-08,12/11/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
BurgessMichael C.,Blackstone Inc. (BX) [ST], P ,2023-12-08,12/12/2023," $15,001 - \$50000",15001.0,50000.0,2023.0,
BurgessMichael C.,CME Group Inc. - Class A (CME) [ST],S,2023-12-06,12/08/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,
BurgessMichael C.,"Palo Alto Networks, Inc. (PANW)", P ,2023-12-08,12/12/2023," $15,001 - \$50000",15001.0,50000.0,2023.0,
BurgessMichael C.,Valero Energy Corporation (VLO),P,2023-12-08,12/12/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,
CarterEarl Leroy,Eaton Vance Large Value [HN], S  (partial),2023-05-01,05/08/2023," $100,001 - \$250000",100001.0,250000.0,2023.0,
CarterEarl Leroy,Eaton Vance Large Value [HN],S (partial),2023-05-01,05/08/2023,"\$100,001 -\$250,000",100001.0,250000.0,2023.0,
CarterEarl Leroy,Kayne Anderson Sm Quality Val [HN], S  (partial),2023-05-01,05/08/2023," $100,001 - \$250000",100001.0,250000.0,2023.0,
CarterEarl Leroy,Neuberger Berman Intl ADR [HN],S (partial),2023-05-01,05/08/2023,"\$100,001 -\$250,000",100001.0,250000.0,2023.0,
CarterEarl Leroy,Sterling Capital Mgt Mid Val [HN], S  (partial),2023-05-01,05/08/2023," $100,001 - \$250000",100001.0,250000.0,2023.0,
ClarkKatherine M.,Federal Farm Credit Banks Bond [CS], P ,2023-02-23,03/03/2023," $100,001 - \$250000615003012033",100001.0,250000.0,2023.0,
ClarkKatherine M.,"Warner Bros. Discovery, Inc. - Series", E ,2022-04-08,05/11/2023," $1,001 - \$15000",1001.0,15000.0,2022.0,WBD
ClarkKatherine M.,"Warner Bros. Discovery, Inc. - Series",E,2022-04-08,05/11/2023,"\$1,001 -\$15,000",1001.0,15000.0,2022.0,WBD
ClarkKatherine M.,Coca-Cola Company (KO) [ST], S ,2023-10-09,11/03/2023," $15,001 - \$50000",15001.0,50000.0,2023.0,KO
ClarkKatherine M.,United States Treasury Notes [GS],P,2023-10-24,11/03/2023,"\$250,001 -\$500,000",250001.0,500000.0,2023.0,
ClarkKatherine M.,United States Treasury Notes [GS], P ,2023-10-24,11/03/2023," $250,001 - \$500000",250001.0,500000.0,2023.0,
CohenSteve,CHARLES SCHWAB BK SSB, P ,2023-01-31,02/04/2023," $250,001 - \$50000036547502224",250001.0,500000.0,2023.0,
CohenSteve,FEDERATED HERMES,P,2023-01-31,02/04/2023,"\$100,001 -\$250,000",100001.0,250000.0,2023.0,
CohenSteve,FIRST NATL BK & TR, P ,2023-01-31,02/04/2023," $250,001 - \$500000365465021425",250001.0,500000.0,2023.0,
CohenSteve,PUTNAM ULTRA SHORT,S,2023-01-31,02/04/2023,"\$100,001 -\$250,000",100001.0,250000.0,2023.0,
CohenSteve,Western Asset Inflation-Linked, S ,2023-01-31,02/04/2023," $15,001 - \$50000",15001.0,50000.0,2023.0,
CohenSteve,FT UNIT 10479 PFD INCOME, P ,2023-02-06,02/13/2023," $15,001 - \$1145000010479",15001.0,50000.0,2023.0,
CohenSteve,First Horizon Corporation (FHN), P ,2023-05-26,06/01/2023," $15,001 - \$50000",15001.0,50000.0,2023.0,
CohenSteve,FedEx Corporation (FDX) [ST], P ,2023-06-29,07/01/2023," $15,001 - \$50000",15001.0,50000.0,2023.0,
CollinsMichael A.,ETH Cryptocurrency [OT], S ,2023-11-24,12/11/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
CollinsMichael A.,ETH Cryptocurrency [OT],P,2023-12-10,12/11/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
CollinsMichael A.,Ethereum Crypto currency [OT], P ,2023-10-09,10/09/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
CollinsMichael A.,Ethereum Crypto currency [OT],P,2023-11-05,11/05/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
ConnollyGerald E.,"Dominion Energy, Inc. (D) [ST]", S  (partial),2022-12-06,12/23/2022," $1,001 - \$15000",1001.0,15000.0,2022.0,
ConnollyGerald E.,"Leidos Holdings, Inc. (LDOS) [ST]",S (partial),2022-12-06,12/23/2022,"\$15,001 -\$50,000",15001.0,50000.0,2022.0,
ConnollyGerald E.,SCIENCE APPLICATIONS, S  (partial),2022-12-06,12/23/2022," $1,001 - \$15000",1001.0,15000.0,2022.0,
ConnollyGerald E.,"Dominion Energy, Inc. (D) [ST]", S  (partial),2023-03-29,03/29/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
ConnollyGerald E.,"Leidos Holdings, Inc. (LDOS) [ST]",S (partial),2023-03-29,03/29/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
ConnollyGerald E.,SCIENCE APPLICATIONS, S  (partial),2023-03-29,03/29/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
ConnollyGerald E.,"Dominion Energy, Inc. (D) [ST]", S  (partial),2023-08-15,08/15/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
ConnollyGerald E.,"Leidos Holdings, Inc. (LDOS) [ST]",S (partial),2023-08-15,08/15/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
ConnollyGerald E.,SCIENCE APPLICATIONS, S  (partial),2023-08-15,08/15/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
ConnollyGerald E.,"Dominion Energy, Inc. (D) [ST]", S  (partial),2023-11-13,11/13/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
ConnollyGerald E.,"Leidos Holdings, Inc. (LDOS) [ST]",S (partial),2023-11-13,11/13/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,
ConnollyGerald E.,SCIENCE APPLICATIONS, S  (partial),2023-11-13,11/13/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
CrenshawDaniel,R S&P 500 (SPY) [ST], P ,2023-03-20,04/20/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
CurtisJohn,"Advanced Micro Devices, Inc. (AMD)", P ,2022-12-20,01/03/2023," $1,001 - \$15000",1001.0,15000.0,2022.0,AMD
CurtisJohn,Bank of America Corporation (BAC),S (partial),2022-12-20,01/03/2023,"\$1,001 -\$15,000",1001.0,15000.0,2022.0,
CurtisJohn,"Elevance Health, Inc. (ELV) [ST]", S ,2022-12-20,01/03/2023," $1,001 - \$15000",1001.0,15000.0,2022.0,
CurtisJohn,FIRST REPUBLIC BANK (FRC) [ST],P,2022-12-20,01/03/2023,"\$1,001 -\$15,000",1001.0,15000.0,2022.0,
CurtisJohn,"Fiserv, Inc. (FISV) [ST]", S  (partial),2022-12-20,01/03/2023," $1,001 - \$15000",1001.0,15000.0,2022.0,
CurtisJohn,JP Morgan Chase & Co. (JPM) [ST],S (partial),2022-12-20,01/03/2023,"\$1,001 -\$15,000",1001.0,15000.0,2022.0,
CurtisJohn,UnitedHealth Group Incorporated, S  (partial),2022-12-20,01/03/2023," $1,001 - \$15000",1001.0,15000.0,2022.0,UNH
CurtisJohn,Zoetis Inc. Class A (ZTS) [ST],P,2022-12-20,01/03/2023,"\$1,001 -\$15,000",1001.0,15000.0,2022.0,
CurtisJohn,OSHKOSH WIS AREA SCH DIST GO, P ,2023-01-27,01/30/2023," $1,001 - \$1500020222625030127",1001.0,15000.0,2023.0,
CurtisJohn,Alphabet Inc. - Class A (GOOGL) [ST], S  (partial),2023-02-23,03/08/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
CurtisJohn,"Amazon.com, Inc. (AMZN) [ST]",S (partial),2023-02-23,03/08/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
CurtisJohn,Apple Inc. (AAPL) [ST], S  (partial),2023-02-23,03/08/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
CurtisJohn,Boston Scientific Corporation (BSX),S (partial),2023-02-23,03/08/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
CurtisJohn,Chevron Corporation (CVX) [ST], S  (partial),2023-02-23,03/08/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
CurtisJohn,Costco Wholesale Corporation,S (partial),2023-02-23,03/08/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
CurtisJohn,Johnson & Johnson (JNJ) [ST], S  (partial),2023-02-23,03/08/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
CurtisJohn,JP Morgan Chase & Co. (JPM) [ST],S (partial),2023-02-23,03/08/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
CurtisJohn,Mastercard Incorporated (MA) [ST], S  (partial),2023-02-23,03/08/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
CurtisJohn,"Meta Platforms, Inc. - Class A",S (partial),2023-02-23,03/08/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,META
CurtisJohn,Microsoft Corporation (MSFT) [ST], S  (partial),2023-02-23,03/08/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
CurtisJohn,NVIDIA Corporation (NVDA) [ST],S (partial),2023-02-23,03/08/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
CurtisJohn,Procter & Gamble Company (PG) [ST], S  (partial),2023-02-23,03/08/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,PG
CurtisJohn,Raytheon Technologies Corporation,S (partial),2023-02-23,03/08/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
CurtisJohn,Thermo Fisher Scientific Inc (TMO), S  (partial),2023-02-23,03/08/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
CurtisJohn,UnitedHealth Group Incorporated,S (partial),2023-02-23,03/08/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,UNH
CurtisJohn,Bank of America Corporation (BAC), S  (partial),2023-03-16,03/15/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
CurtisJohn,Berkshire Hathaway Inc. New,P,2023-03-16,03/15/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,BRK-B
CurtisJohn,FIRST REPUBLIC BANK (FRC) [ST], S ,2023-03-16,03/15/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
CurtisJohn,OAK CREEK WIS NT ANTIC NTS,P,2023-03-14,03/15/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,
CurtisJohn,Berkshire Hathaway Inc. New, P ,2023-04-26,05/02/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,BRK-B
CurtisJohn,Boston Scientific Corporation (BSX),S (partial),2023-04-26,05/02/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
CurtisJohn,"Caterpillar, Inc. (CAT) [ST]", S  (partial),2023-04-26,05/02/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
CurtisJohn,CSX Corporation (CSX) [ST],P,2023-04-26,05/02/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,CSX
CurtisJohn,Edwards Lifesciences Corporation, P ,2023-04-26,05/02/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,EW
CurtisJohn,"Elevance Health, Inc. (ELV) [ST]",P,2023-04-26,05/02/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
CurtisJohn,Mastercard Incorporated (MA) [ST], S  (partial),2023-04-26,05/02/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
CurtisJohn,NVIDIA Corporation (NVDA) [ST],S (partial),2023-04-26,05/02/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
CurtisJohn,Starbucks Corporation (SBUX) [ST], S  (partial),2023-04-26,05/02/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
CurtisJohn,UNION CNTY N C LTD OBLIG REF,P,2023-04-27,05/02/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
CurtisJohn,Visa Inc. (V) [ST], S  (partial),2023-04-26,05/02/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,V
CurtisJohn,Microsoft Corporation (MSFT) [ST], S  (partial),2023-05-11,05/15/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
CurtisJohn,"Advanced Micro Devices, Inc.", S  (partial),2023-06-21,07/17/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
CurtisJohn,"Applied Materials, Inc. (AMAT)", S ,2023-06-21,07/17/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
CurtisJohn,Coca-Cola Company (KO) [ST],P,2023-06-21,07/17/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,KO
