ticker,in_prices_v2,in_prices_holdings,in_prices
RIF,0,1,0
RIG,1,0,0
RIGS,1,0,0
RIMOX,0,1,0
RINTX,0,1,0
RIO,1,0,1
RITM,1,0,0
RIVN,1,0,1
RJF,1,0,1
RKLB,0,1,0
RKT,1,0,0
RL,1,0,1
RLAIX,0,1,0
RLAY,1,0,1
RLESX,0,1,0
RLI,1,0,0
RLJ,1,0,1
RLMD,1,0,0
RLY,0,1,0
RMAX,1,0,0
RMBS,1,0,1
RMD,1,0,1
RMGSX,0,1,0
RMHSX,0,1,0
RMP,1,0,0
RMR,0,1,0
RMSSX,0,1,0
RMYSX,0,1,0
RNECY,0,1,0
RNG,1,0,1
RNLSY,1,0,0
RNMBF,1,0,0
RNMBY,1,0,0
RNP,0,1,0
RNPCX,0,1,0
RNPGX,0,1,0
RNR,1,0,0
RNSIX,0,1,0
RNST,1,0,1
RNWAX,1,0,0
RNWGX,1,0,0
ROAD,1,0,1
ROB,0,1,0
ROBO,1,0,0
ROBT,0,1,0
ROC,1,0,1
ROCK,1,0,0
RODM,1,0,0
ROG,1,0,0
ROIV,1,0,0
ROK,1,0,1
ROKU,1,0,1
ROL,1,0,1
ROOF,0,1,0
ROP,1,0,1
ROST,1,0,1
ROTH,0,1,0
RPBAX,1,0,0
RPD,1,0,1
RPG,1,0,1
RPGEX,0,1,0
RPIBX,0,1,0
RPM,1,0,1
RPT,1,0,1
RPV,0,1,0
RQI,1,0,1
RRC,1,0,1
RRESX,0,1,0
RRGIX,0,1,0
RRGTX,0,1,0
RRRRX,0,1,0
RRTS,1,0,1
RRX,1,0,1
RS,1,0,1
RSCO,1,0,1
RSESX,0,1,0
RSG,1,0,1
RSH,0,0,1
RSNHF,1,0,0
RSP,1,0,1
RSPD,0,1,0
RSPF,0,1,0
RSPG,0,1,0
RSPP,1,0,1
RSPT,0,1,0
RSVYX,0,1,0
RSYEX,0,1,0
RTHSX,0,1,0
RTNB,1,0,0
RTNSX,0,1,0
RTO,1,0,1
RTPPF,0,1,0
RTSSX,0,1,0
RTX,1,0,1
RTXSX,0,1,0
RUBI,0,1,0
RUM,1,0,1
RUN,1,0,1
RUSHA,1,0,0
RUSHB,1,0,1
RVI,1,0,1
RVLV,1,0,0
RVMD,1,0,0
RVT,1,0,1
RVTY,1,0,1
RWEOY,1,0,0
RWJ,0,1,0
RWL,1,0,0
RWO,0,1,0
RWR,1,0,0
RWT,1,0,0
RWX,0,1,0
RXT,1,0,1
RY,1,0,1
RYAAY,1,0,0
RYAM,1,0,1
RYAOF,1,0,0
RYAPX,0,1,0
RYCEY,1,0,0
RYDAF,0,1,0
RYE,1,0,0
RYF,0,1,0
RYH,1,0,0
RYKKY,1,0,0
RYLD,0,1,0
RYN,1,0,1
RYPRX,0,1,0
RYT,1,0,1
RYTRX,0,1,0
RYU,0,1,0
RYURX,0,1,0
S,1,0,0
SABR,1,0,1
SAFE,0,1,0
SAFRY,1,0,0
SAFT,0,1,0
SAGPX,0,1,0
SAH,0,1,0
SAIA,1,0,0
SAIC,1,0,0
SAIFX,0,1,0
SALRY,1,0,0
SAM,1,0,0
SAMBX,0,1,0
SAN,1,0,0
SANM,1,0,1
SAP,1,0,1
SAPCX,0,1,0
SAPYX,0,1,0
SARO,1,0,1
SATOX,0,1,0
SATS,1,0,1
SAXPY,1,0,1
SBAC,1,0,1
SBCF,1,0,1
SBFFX,0,1,0
SBFM,1,0,0
SBGI,1,0,0
SBGSF,1,0,0
SBGSY,1,0,1
SBH,1,0,0
SBHVX,0,1,0
SBIEX,0,1,0
SBIG,0,0,1
SBLK,1,0,0
SBMC,0,0,1
SBND,0,1,0
SBNY,1,0,0
SBRA,1,0,1
SBS,1,0,0
SBSI,1,0,0
SBTOX,0,1,0
SBTYX,0,1,0
SBUX,1,0,1
SCAXX,0,1,0
SCCE,0,0,1
SCCO,1,0,1
SCD,1,0,1
SCG,1,0,0
SCGLY,1,0,1
SCGSX,0,1,0
SCHA,1,0,0
SCHB,1,0,0
SCHC,0,1,0
SCHD,1,0,1
SCHE,1,0,0
SCHF,1,0,0
SCHG,0,1,0
SCHH,1,0,0
SCHI,0,1,0
SCHK,0,1,0
SCHL,0,1,0
SCHM,0,1,0
SCHO,0,1,0
SCHP,1,0,1
SCHQ,0,1,0
SCHR,0,1,0
SCHV,0,1,0
SCHW,1,0,1
SCHX,1,0,0
SCHY,0,1,0
SCHYY,1,0,0
SCHZ,1,0,0
SCI,1,0,1
SCL,1,0,0
SCMWY,1,0,0
SCOR,1,0,0
SCOXX,0,1,0
SCRYX,0,1,0
SCSC,0,1,0
SCUIX,0,1,0
SCZ,1,0,0
SDG,0,1,0
SDMZX,0,1,0
SDOG,1,0,0
SDOT,0,0,1
SDRL,1,0,1
SDSCX,0,1,0
SDVKY,1,0,1
SDVY,0,1,0
SDXAY,1,0,0
SDY,1,0,1
SDZNY,1,0,1
SE,1,0,1
SEA,1,0,0
SEAC,1,0,0
SEBLX,0,1,0
SEDG,1,0,1
SEECX,0,1,0
SEEGX,0,1,0
SEI,1,0,0
SEIC,1,0,1
SEKEY,1,0,0
SELF,0,1,0
SEM,1,0,1
SEMG,1,0,0
SEMIX,0,1,0
SEMNX,0,1,0
SEMSX,0,1,0
SENEA,0,1,0
SEOAY,0,1,0
SEP,1,0,0
SER,1,0,0
SERA,1,0,0
SERV,1,0,1
SEVAX,0,1,0
SEVSX,0,1,0
SF,1,0,1
SFBS,0,1,0
SFGYY,1,0,0
SFILX,0,1,0
SFIX,1,0,0
SFL,1,0,1
SFLO,0,1,0
SFM,1,0,1
SFNC,1,0,1
SFNNX,0,1,0
SFRX,0,1,0
SFST,1,0,1
SFTBF,1,0,0
SFTBY,1,0,1
SFVYX,0,1,0
SFY,0,1,0
SFYF,0,1,0
SG,1,0,0
SGAPY,1,0,0
SGBLY,1,0,1
SGI,1,0,1
SGIIX,1,0,0
SGIOY,1,0,1
SGLIX,0,1,0
SGMO,1,0,0
SGOL,0,1,0
SGOV,1,0,0
SGRAX,0,1,0
SGSOY,1,0,1
SGU,1,0,1
SH,1,0,1
SHAK,1,0,0
SHAPX,0,1,0
SHC,0,1,0
SHECY,1,0,0
SHEL,1,0,1
SHFVX,0,1,0
SHG,1,0,1
SHLD,1,0,0
SHLS,1,0,1
SHM,0,1,0
SHO,1,0,1
SHOIX,0,1,0
SHOO,1,0,0
SHOP,1,0,1
SHPG,1,0,1
SHRIX,0,1,0
SHSSX,0,1,0
SHTDY,1,0,1
SHV,1,0,0
SHW,1,0,1
SHY,1,0,1
SHYG,1,0,0
SI,1,0,1
SICNX,0,1,0
SIEGY,1,0,1
SIG,1,0,1
SIGCY,1,0,1
SIGI,1,0,0
SIL,0,1,0
SIMO,1,0,0
SINGY,1,0,1
SIR,1,0,0
SIRI,1,0,1
SITC,1,0,0
SITE,1,0,1
SJM,1,0,1
SJNK,1,0,0
SJT,1,0,1
SKBSY,1,0,1
SKFRY,1,0,0
SKHHY,1,0,0
SKHSY,1,0,1
SKLTY,1,0,0
SKLZ,1,0,1
SKM,1,0,0
SKSEX,0,1,0
SKT,1,0,0
SKWD,1,0,0
SKY,1,0,1
SKYAY,1,0,0
SKYW,0,1,0
SKYY,1,0,0
SLAB,1,0,0
SLB,1,0,1
SLF,1,0,1
SLG,1,0,0
SLGN,1,0,0
SLLDY,1,0,1
SLM,1,0,0
SLND,0,0,1
SLQD,1,0,0
SLV,1,0,1
SLVM,1,0,0
SLY,1,0,1
SLYG,1,0,0
SLYV,1,0,0
SM,1,0,0
SMA,1,0,1
SMAWF,1,0,1
SMB,0,1,0
SMCAY,1,0,1
SMCI,1,0,1
SMCY,0,0,1
SMECF,1,0,0
SMEGF,1,0,0
SMEZ,1,0,0
SMFG,1,0,1
SMFNF,1,0,1
SMG,1,0,1
SMGZY,1,0,0
SMH,0,1,0
SMIG,0,1,0
SMLIX,0,1,0
SMLPX,0,1,0
SMMNY,1,0,1
SMNNY,1,0,0
SMP,0,1,0
SMPL,1,0,0
SMR,1,0,0
SMRT,0,1,0
SMTAX,0,1,0
SMTC,1,0,0
SMTOY,1,0,1
SMVSX,0,1,0
SMVTX,0,1,0
SN,1,0,1
SNA,1,0,1
SNAP,1,0,1
SND,0,1,0
SNDA,1,0,1
SNDK,1,0,1
SNDPX,0,1,0
SNDR,1,0,0
SNEJF,1,0,0
SNEX,0,1,0
SNGNF,1,0,1
SNLN,0,1,0
SNMX,1,0,1
SNN,1,0,1
SNNUF,1,0,1
SNOW,1,0,1
SNOXX,0,1,0
SNPHY,1,0,1
SNPS,1,0,1
SNX,1,0,0
SNXFX,0,1,0
SNY,1,0,1
SNYNF,0,1,0
SO,1,0,1
SOAGY,1,0,1
SOBKY,1,0,0
SOFI,1,0,0
SOJA,1,0,0
SOLS,1,0,1
SOLV,1,0,0
SOMLY,1,0,0
SOMMY,1,0,0
SON,1,0,0
SONO,1,0,0
SONVY,1,0,0
SONY,1,0,1
SOPVX,0,1,0
SOUHY,1,0,1
SOUN,1,0,0
SOXX,0,1,0
SPAB,0,1,0
SPB,1,0,1
SPCE,1,0,0
SPCX,0,1,0
SPDW,1,0,0
SPEC,0,1,0
SPEM,0,1,0
SPEU,0,1,0
SPG,1,0,1
SPGI,1,0,1
SPGM,0,1,0
SPGP,0,1,0
SPH,1,0,1
SPHB,1,0,1
SPHD,0,1,0
SPHQ,1,0,0
SPHR,1,0,0
SPHY,1,0,0
SPIB,0,1,0
SPIP,0,1,0
SPIR,0,1,0
SPKKY,1,0,1
SPLS,1,0,0
SPLV,0,1,0
SPMB,1,0,0
SPMD,0,1,0
SPMIX,0,1,0
SPOT,1,0,1
SPSB,1,0,0
SPSC,1,0,0
SPSM,0,1,0
SPTI,1,0,0
SPTL,0,1,0
SPTM,1,0,1
SPTS,0,1,0
SPWR,1,0,0
SPXC,1,0,0
SPXCY,1,0,1
SPXL,0,1,0
SPY,1,0,1
SPYD,0,1,0
SPYG,1,0,0
SPYGX,0,1,0
SPYI,0,1,0
SPYM,1,0,0
SPYV,1,0,0
SPYX,0,1,0
SQM,1,0,0
SR,1,0,1
SRE,1,0,1
SRGHY,1,0,0
SRHQX,0,1,0
SRI,1,0,1
SRLN,1,0,0
SRNE,1,0,0
SRPT,1,0,1
SRRIX,0,1,0
SRTY,0,1,0
SRVR,1,0,0
SSB,1,0,1
SSCKX,0,1,0
SSD,1,0,1
SSDLX,0,1,0
SSDOY,1,0,1
SSDQX,0,1,0
SSEMX,0,1,0
SSEZY,1,0,1
SSGSX,0,1,0
SSIGX,0,1,0
SSIRX,0,1,0
SSL,1,0,0
SSMXF,1,0,1
SSMXY,1,0,1
SSNC,1,0,1
SSP,1,0,0
SSREY,1,0,1
SSTK,1,0,0
SSUMY,1,0,0
SSUS,0,1,0
SSYS,1,0,1
ST,1,0,1
STAG,1,0,1
STBA,0,1,0
STBAX,0,1,0
STBCX,0,1,0
STBFY,1,0,0
STBJX,0,1,0
STBZ,0,1,0
STC,0,1,0
STE,1,0,1
STEN,0,0,1
STEW,0,0,1
STEX,0,0,1
STHO,0,0,1
STI,0,0,1
STIM,0,1,0
STIP,0,1,0
STLA,1,0,1
STLD,1,0,1
STM,1,0,1
STNE,1,0,0
STNG,1,0,0
STRC,1,0,0
STRL,1,0,0
STRMX,0,1,0
STRNY,1,0,1
STRT,0,1,0
STRZ,1,0,0
STSIX,0,1,0
STSVX,0,1,0
STT,1,0,1
STVZX,0,1,0
STWD,1,0,0
STX,1,0,1
STZ,1,0,1
SU,1,0,1
SUB,1,0,0
SUGP,0,0,1
SUHJY,1,0,1
SUI,1,0,1
SUN,1,0,1
SUNE,1,0,0
SUPN,1,0,1
SURG,1,0,0
SUSA,0,1,0
SUSB,0,1,0
SUSC,0,1,0
SUSL,0,1,0
SUTNY,1,0,1
SVAAX,0,1,0
SVBT,0,1,0
SVC,1,0,0
SVM,1,0,1
SVNDY,1,0,1
SVNLY,1,0,1
SVU,1,0,0
SW,1,0,0
SWCRX,0,1,0
SWDBY,1,0,0
SWEGX,0,1,0
SWGAY,1,0,0
SWGRX,0,1,0
SWGXX,0,1,0
SWHFX,0,1,0
SWISX,0,1,0
SWK,1,0,1
SWKS,1,0,1
SWKXX,0,1,0
SWOBX,0,1,0
SWRAY,1,0,0
SWSBX,0,1,0
SWSXX,0,1,0
SWTXX,0,1,0
SWX,1,0,0
SWYJX,0,1,0
SWYMX,0,1,0
SXC,0,1,0
SXI,1,0,0
SXT,1,0,1
SXYAY,1,0,0
SYF,1,0,1
SYIEY,1,0,0
SYK,1,0,1
SYNA,1,0,1
SYNT,1,0,0
SYPR,1,0,1
SYY,1,0,1
SZKMF,0,1,0
SZKMY,1,0,1
T,1,0,1
TACO,1,0,1
TAK,1,0,1
TAKNX,0,1,0
TAL,1,0,1
TALO,0,1,0
TAN,0,1,0
TAP,1,0,1
TATYY,1,0,1
TAUSX,0,1,0
TAX,1,0,0
TBCIX,0,1,0
TBF,1,0,1
TBGVX,0,1,0
TBHDX,0,1,0
TBI,0,1,0
TBIL,0,1,0
TBLL,1,0,1
TBPH,1,0,1
TBT,1,0,0
TBVPF,1,0,1
TBWIX,0,1,0
TCAP,1,0,1
TCBI,1,0,0
TCBS,0,1,0
TCEHY,1,0,1
TCHP,0,1,0
TCIEX,1,0,0
TCLRX,0,1,0
TCMD,1,0,0
TCOIX,1,0,0
TCOM,1,0,0
TCPA,0,1,0
TCTZF,1,0,0
TCX,1,0,0
TCYIX,0,1,0
TD,1,0,1
TDC,1,0,0
TDG,1,0,1
TDHIX,0,1,0
TDHOY,1,0,1
TDIV,1,0,0
TDOC,1,0,1
TDS,1,0,0
TDTF,0,1,0
TDTT,0,1,0
TDW,1,0,0
TDY,1,0,1
TE,1,0,0
TEAFX,0,1,0
TEAM,1,0,1
TECH,1,0,1
TECIX,0,1,0
TECK,1,0,0
TECX,0,1,0
TEG,1,0,0
TEGYX,0,1,0
TEI,0,1,0
TEL,1,0,1
TELNF,1,0,1
TELNY,1,0,0
TEM,0,1,0
TENB,1,0,1
TEP,1,0,0
TER,1,0,1
TERM,1,0,0
TESIX,0,1,0
TEV,1,0,0
TEVA,1,0,1
TEX,1,0,1
TEZNY,1,0,0
TF,0,1,0
TFC,1,0,1
TFCIX,1,0,0
TFF,0,0,1
TFFAX,0,1,0
TFI,0,1,0
TFII,0,1,0
TFLO,0,1,0
TFSIX,0,1,0
TFSL,1,0,1
TFX,1,0,1
TFXIX,0,1,0
TGBAX,1,0,0
TGCFX,0,1,0
TGE,1,0,1
TGEPX,0,1,0
TGINX,0,1,0
TGLDX,0,1,0
TGLMX,0,1,0
TGOPY,1,0,0
TGRW,0,1,0
TGT,1,0,1
TGTX,1,0,1
TGUNX,0,1,0
THC,1,0,0
THG,1,0,0
THI,1,0,0
THIIX,0,1,0
THLEF,1,0,0
THO,1,0,1
THOPX,0,1,0
THQ,0,1,0
THR,1,0,1
THRM,1,0,1
TIBAX,0,1,0
TIBDX,0,1,0
TIBIX,0,1,0
TIDDX,0,1,0
TIER,0,1,0
TIEUX,0,1,0
TIHYX,0,1,0
TIIUX,0,1,0
TILE,0,1,0
TILVX,1,0,1
TIMB,1,0,0
TIME,1,0,0
TIMVX,1,0,0
TIP,1,0,1
TIQIX,0,1,0
TIREX,0,1,0
TIRRX,0,1,0
TISBX,1,0,0
TISCX,0,1,0
TISI,0,0,1
TISIX,0,1,0
TITN,0,1,0
TIUSX,0,1,0
TIXC,1,0,1
TIYRX,0,1,0
TJX,1,0,1
TK,1,0,0
TKAMY,1,0,1
TKC,1,0,0
TKGBY,1,0,0
TKO,1,0,1
TKOMY,1,0,0
TKR,1,0,1
TLGPY,1,0,0
TLH,1,0,1
TLK,1,0,1
TLN,1,0,1
TLPFY,1,0,1
TLRY,1,0,0
TLS,1,0,0
TLSNY,1,0,0
TLT,1,0,1
TLTI,0,1,0
TLXIX,0,1,0
TLZIX,0,1,0
TM,1,0,1
TMCPX,0,1,0
TMDPX,0,1,0
TME,1,0,1
TMF,0,1,0
TMFG,0,1,0
TMH,1,0,1
TMHC,1,0,0
TMICY,1,0,0
TMO,1,0,1
TMP,0,1,0
TMPIX,0,1,0
TMS,0,0,1
TMSNY,1,0,0
TMUS,1,0,1
TNA,0,0,1
TNBIX,0,1,0
TNC,1,0,0
TNDM,1,0,0
TNH,1,0,0
TNHIX,0,1,0
TNL,1,0,0
TNTEY,1,0,0
TNUIX,0,1,0
TOCXX,0,1,0
TOELF,1,0,0
TOELY,1,0,0
TOL,1,0,1
TOLLX,1,0,0
TOLSX,0,1,0
TORO,0,1,0
TORYX,0,1,0
TOST,0,1,0
TOSXX,0,1,0
TOT,0,0,1
TOTDY,1,0,1
TOTL,1,0,0
TOTZF,1,0,1
TPCA,0,1,0
TPH,1,0,0
TPHD,0,1,0
TPHIX,0,1,0
TPL,1,0,0
TPR,1,0,1
TPTA,0,0,1
TPYP,1,0,0
TQAIX,0,1,0
TQCYX,0,1,0
TQMIX,0,1,0
TQQQ,0,1,0
TRBCX,1,0,0
TRBLX,0,1,0
TREE,1,0,0
TREHX,0,1,0
TREMX,0,1,0
TREX,1,0,0
TRFJX,0,1,0
TRFK,0,1,0
TRGLX,0,1,0
TRGOX,0,1,0
TRGP,1,0,1
TRGXX,0,1,0
TRHDX,0,1,0
TRI,1,0,0
TRIP,1,0,1
TRMB,1,0,1
TRMK,1,0,0
TRN,1,0,1
TRNEX,0,1,0
TRNO,1,0,1
TROW,1,0,1
TRP,1,0,1
TRRDX,0,1,0
TRREX,1,0,0
TRRWX,0,1,0
TRS,1,0,1
TRSSX,0,1,0
TRST,0,1,0
TRU,1,0,1
TRUMY,1,0,0
TRUP,1,0,0
TRV,1,0,1
TRVLX,0,1,0
TRYIY,1,0,1
TS,1,0,0
TSBHX,0,1,0
TSBIX,0,1,0
TSBRX,0,1,0
TSCDF,1,0,0
TSCDY,1,0,0
TSCO,1,0,1
TSCXX,0,1,0
TSEGX,0,1,0
TSEM,1,0,1
TSI,0,1,0
TSIIX,0,1,0
TSLA,1,0,1
TSM,1,0,1
TSN,1,0,1
TSNAX,0,1,0
TT,1,0,1
TTAN,1,0,0
TTC,1,0,0
TTD,1,0,1
TTDKY,1,0,1
TTE,1,0,1
TTEC,0,1,0
TTEK,1,0,0
TTGT,0,1,0
TTI,1,0,0
TTMI,0,1,0
TTMIX,0,1,0
TTNDY,1,0,0
TTOXX,0,1,0
TTT,1,0,0
TTWO,1,0,1
TU,1,0,0
TUWOY,1,0,0
TV,1,0,0
TVAFX,0,1,0
TVPT,1,0,0
TW,1,0,1
TWCIX,0,1,0
TWEBX,0,1,0
TWEIX,0,1,0
TWGIX,0,1,0
TWLO,1,0,1
TWO,1,0,0
TWST,1,0,0
TWX,1,0,1
TX,1,0,1
TXEFX,0,1,0
TXG,1,0,0
TXN,1,0,1
TXNM,1,0,1
TXRH,1,0,0
TXRIX,0,1,0
TXT,1,0,1
TYCMY,0,1,0
TYG,1,0,1
TYL,1,0,1
TZA,0,1,0
U,1,0,0
UA,1,0,1
UAA,1,0,1
UAL,1,0,1
UATXX,0,1,0
UBER,1,0,1
UBS,1,0,1
UBSFY,1,0,0
UBSI,1,0,1
UBVSX,0,1,0
UCB,1,0,0
UCBJY,1,0,0
UCO,0,1,0
UCON,1,0,0
UCTT,1,0,1
UDBPX,0,1,0
UDBTX,0,1,0
UDR,1,0,1
UE,1,0,0
UEC,1,0,0
UEEC,0,1,0
UFCS,0,1,0
UFI,1,0,1
UFPI,1,0,0
UFPT,0,1,0
UG,0,1,0
UGI,1,0,0
UGRO,1,0,1
UHAL,1,0,1
UHR,0,0,1
UHS,1,0,1
UHT,1,0,0
UI,1,0,0
UIS,1,0,1
UK,0,1,0
UL,1,0,1
ULTA,1,0,1
ULTI,1,0,0
UMBF,1,0,1
UMC,0,0,1
UMGNF,0,1,0
UMICY,1,0,1
UNCFF,1,0,0
UNCHF,1,0,0
UNCRY,1,0,0
UNF,1,0,1
UNFI,1,0,0
UNH,1,0,1
UNICY,1,0,1
UNIT,1,0,0
UNM,1,0,1
UNP,1,0,1
UNVGY,0,1,1
UOVEY,1,0,0
UPLD,1,0,0
UPMKF,1,0,1
UPMMY,1,0,1
UPS,1,0,1
UPST,1,0,0
UPWK,1,0,0
URA,1,0,0
URBN,1,0,1
URI,1,0,1
URIBX,0,1,0
URNM,1,0,1
URSBX,0,1,0
URTH,0,1,0
URTRX,0,1,0
USAC,1,0,1
USAU,0,1,0
USAUX,0,1,0
USB,1,0,1
USBLX,0,1,0
USCAX,0,1,0
USD,1,0,0
USDP,1,0,1
USEMX,0,1,0
USFD,1,0,1
USFR,1,0,0
USG,1,0,1
USGRX,0,1,0
USHY,0,1,0
USIBX,0,1,0
USIG,1,0,0
USMC,1,0,1
USMV,1,0,1
USNA,0,1,0
USO,1,0,0
USPH,1,0,0
USRT,0,1,0
USSBX,0,1,0
USXF,0,1,0
UTF,0,1,0
UTGN,1,0,1
UTHR,1,0,1
UTZ,1,0,0
UUGRY,1,0,0
UUP,1,0,0
UURAF,0,1,0
UUUU,1,0,0
UVALX,0,1,0
UVSP,1,0,1
UVV,1,0,0
UWMC,0,1,0
UWN,0,1,0
UWT,0,1,0
V,1,0,1
VAAVX,0,1,0
VAC,1,0,0
VACNY,1,0,0
VADCX,0,1,0
VADDX,1,0,0
VAFCX,0,1,0
VAFFX,0,1,0
VAIAF,1,0,0
VAL,1,0,0
VALE,1,0,0
VASIX,0,1,0
VASVX,0,1,0
VAW,1,0,1
VAXX,1,0,1
VB,1,0,1
VBF,0,1,0
VBIAX,0,1,0
VBILX,0,1,0
VBIPX,0,1,0
VBIRX,0,1,0
VBK,1,0,0
VBLAX,0,1,0
VBLTX,0,1,0
VBMPX,0,1,0
VBNK,0,0,1
VBR,0,1,0
VBTIX,0,1,0
VC,1,0,1
VCADX,0,1,0
VCEB,0,1,0
VCFIX,0,1,0
VCI,0,1,0
VCISY,1,0,0
VCIT,1,0,0
VCLT,1,0,0
VCMDX,0,1,0
VCMIX,0,1,0
VCR,1,0,1
VCRIX,0,1,0
VCSCX,0,1,0
VCSH,1,0,1
VCTR,1,0,0
VCYT,1,0,1
VDADX,0,1,0
VDC,1,0,1
VDE,1,0,1
VDEQX,0,1,0
VDMAX,0,1,0
VDMCY,1,0,1
VEA,1,0,1
VECO,0,1,0
VEEV,1,0,1
VEEVX,0,1,0
VEFVX,0,1,0
VEGBX,0,1,0
VEIPX,0,1,0
VEMPX,0,1,0
VEMRX,0,1,0
VEOEY,1,0,1
VEOIX,0,1,0
VERX,0,0,1
VET,1,0,0
VETAX,0,1,0
VEU,1,0,0
VEUSX,0,1,0
VEVIX,1,0,0
VEXAX,0,1,0
VFC,1,0,1
VFH,1,0,0
VFIAX,0,1,0
VFICX,0,1,0
VFIJX,1,0,0
VFIRX,0,1,0
VFIUX,0,1,0
VFLO,0,1,0
VFORX,0,1,0
VFTAX,0,1,0
VFTNX,0,1,0
VFTSX,0,1,0
VFVA,0,1,0
VFWAX,0,1,0
VG,1,0,0
VGELX,0,1,0
VGHAX,0,1,0
VGIT,0,1,0
VGK,1,0,0
VGLAX,0,1,0
VGLT,0,1,0
VGM,0,1,0
VGSH,0,1,0
VGSLX,0,1,0
VGT,1,0,0
VHGEX,0,1,0
VHT,1,0,0
VIASP,1,0,0
VIAV,1,0,1
VICI,1,0,1
VICR,1,0,0
VIEIX,0,1,0
VIG,1,0,1
VIGI,0,1,0
VIISX,0,1,0
VIK,1,0,0
VIMCX,0,1,0
VIOO,0,1,0
VIOT,1,0,0
VIOV,0,1,0
VIPSX,0,1,0
VIRSX,0,1,0
VIS,1,0,0
VITFX,0,1,0
VITSX,1,0,0
VITVX,0,1,0
VIV,1,0,0
VIVHY,1,0,1
VIVO,1,0,1
VIXY,1,0,1
VKSIX,0,1,0
VLEEY,1,0,0
VLGEA,1,0,0
VLO,1,0,1
VLP,1,0,1
VLRS,1,0,1
VLTO,1,0,1
VLUE,1,0,0
VLVLY,1,0,1
VLY,1,0,1
VMBS,0,1,0
VMBSX,0,1,0
VMC,1,0,1
VMCIX,0,1,0
VMI,1,0,0
VMIIX,1,0,0
VMLTX,0,1,0
VMSXX,0,1,0
VMVAX,0,1,0
VNCE,1,0,0
VNLA,0,1,0
VNM,0,1,0
VNO,1,0,1
VNOM,1,0,0
VNQ,1,0,0
VNQI,1,0,0
VNT,1,0,1
VO,1,0,0
VOD,1,0,1
VOE,1,0,1
VONE,1,0,0
VONG,0,1,0
VONOY,0,1,1
VONV,0,1,0
VOO,1,0,0
VOOG,0,1,0
VOOV,0,1,0
VOPKY,1,0,0
VOT,1,0,1
VOTE,0,1,0
VOX,1,0,1
VOYA,1,0,1
VOYG,1,0,0
VPC,0,1,0
VPG,1,0,1
VPL,1,0,0
VPMAX,0,1,0
VPU,1,0,1
VQNPX,0,1,0
VR,1,0,0
VRAI,1,0,0
VRE,1,0,0
VREX,1,0,0
VRIG,1,0,0
VRIVX,0,1,0
VRM,1,0,0
VRNS,1,0,0
VRP,1,0,0
VRRM,0,1,0
VRSK,1,0,1
VRSN,1,0,1
VRT,1,0,1
VRTS,1,0,1
VRTX,1,0,1
VSAT,1,0,1
VSCAX,0,1,0
VSCO,1,0,1
VSCOX,0,1,0
VSCPX,0,1,0
VSEC,1,0,0
VSEIX,0,1,0
VSEMX,0,1,0
VSEQX,0,1,0
VSGAX,0,1,0
VSGDX,0,1,0
VSGIX,0,1,0
VSGX,0,1,0
VSH,1,0,1
VSIAX,0,1,0
VSIGX,0,1,0
VSIIX,0,1,0
VSLU,0,1,0
VSMAX,0,1,0
VSMIX,1,0,0
VSNT,1,0,0
VSOIX,0,1,0
VSPGX,0,1,0
VSS,0,1,0
VST,1,0,1
VSZHX,0,1,0
VT,0,1,0
VTBSX,0,1,0
VTEB,1,0,0
VTEI,0,1,0
VTES,0,1,0
VTEX,0,0,1
VTHRX,0,1,0
VTI,1,0,1
VTIAX,0,1,0
VTIP,1,0,0
VTKLY,1,0,0
VTR,1,0,1
VTRS,1,0,1
VTS,1,0,1
VTSAX,1,0,0
VTSMX,0,1,0
VTTVX,0,1,0
VTV,1,0,1
VTWO,0,1,0
VTWV,0,1,0
VUG,1,0,1
VUSB,0,1,0
VUSFX,1,0,0
VUZI,1,0,0
VV,1,0,0
VVBVX,0,1,0
VVC,1,0,1
VVIAX,0,1,0
VVLVX,0,1,0
VVR,0,1,0
VVSVX,0,1,0
VVV,1,0,1
VVWVX,0,1,0
VWAGY,1,0,1
VWAHX,0,1,0
VWALX,0,1,0
VWAPY,1,0,0
VWDRY,1,0,0
VWETX,0,1,0
VWIAX,0,1,0
VWIGX,1,0,0
VWNDX,0,1,0
VWNFX,0,1,0
VWO,1,0,1
VWOB,0,1,0
VWSUX,0,1,0
VWUAX,1,0,1
VWUSX,1,0,0
VWVBX,0,1,0
VXF,1,0,1
VXRT,0,0,1
VXUS,1,0,0
VXX,1,0,0
VYM,1,0,1
VYMI,0,1,0
VYX,1,0,1
VZ,1,0,1
W,1,0,1
WAB,1,0,1
WABC,1,0,0
WAEMX,0,1,0
WAFD,1,0,1
WAIOX,0,1,0
WAL,1,0,1
WARFY,1,0,1
WARIX,0,1,0
WASAX,0,1,0
WASCX,1,0,0
WASH,1,0,1
WASYX,1,0,0
WAT,1,0,1
WB,1,0,0
WBD,1,0,1
WBFFX,0,1,0
WBI,1,0,0
WBS,1,0,0
WCC,1,0,1
WCLD,1,0,0
WCMEX,0,1,0
WCMGX,0,1,0
WCN,1,0,1
WD,0,1,0
WDAY,1,0,1
WDC,1,0,1
WDFC,1,0,0
WDS,1,0,0
WEC,1,0,1
WELL,1,0,1
WEN,0,1,0
WES,1,0,1
WEST,0,1,0
WEX,1,0,0
WEYS,0,1,0
WF,1,0,0
